,linear,rbf,sigmoid,
vgg16
,0.945945945946,0.967567567568,0.908108108108,
,0.945945945946,0.945945945946,0.918918918919,
vgg19
,0.951351351351,0.956756756757,0.935135135135,
,0.956756756757,0.967567567568,0.92972972973,
resnet50
,0.962162162162,0.962162162162,0.945945945946,
,0.951351351351,0.945945945946,0.92972972973,
inceptionv3
,0.940540540541,0.924324324324,0.924324324324,
,0.940540540541,0.924324324324,0.918918918919,
